InstanceType,Duration,PaymentOption,ReservedInstanceOfferingId,FixedPrice
c7i.16xlarge.search,31536000,PARTIAL_UPFRONT,dda9a329-638e-4956-96da-59835b73a078,16880.52
c7i.16xlarge.search,94608000,PARTIAL_UPFRONT,ee6ecd3a-edb3-4e88-b08f-230e15c273dd,37793.268
c7i.2xlarge.search,94608000,ALL_UPFRONT,3fb903a4-99f8-4d07-b920-f589d44a0a5a,9069.754
c7i.2xlarge.search,94608000,PARTIAL_UPFRONT,552d67cc-5fef-4fbd-9f71-9f282b49f8c5,4725.144
c7i.2xlarge.search,31536000,NO_UPFRONT,6d81be9f-2d3b-415a-b007-10b893830da7,0.0
c7i.2xlarge.search,31536000,PARTIAL_UPFRONT,70c898d5-9368-4b9c-a31c-a1657f6ca8f1,2110.284
c7i.2xlarge.search,94608000,NO_UPFRONT,eb52e404-d67f-471e-8e1a-f101bff20d65,0.0
c7i.2xlarge.search,31536000,ALL_UPFRONT,fa37ff9b-0fbd-4829-b5a2-aa80f8e548c2,4093.986
c7i.4xlarge.search,94608000,PARTIAL_UPFRONT,277b4dfa-53ca-4944-b008-38eb8c409b53,9447.66
c7i.4xlarge.search,94608000,ALL_UPFRONT,43f68a59-c874-492e-aa5d-abd069060ccd,18140.769
c7i.4xlarge.search,31536000,NO_UPFRONT,47690478-3e7f-4d8f-8af2-fd06bbdb9754,0.0
c7i.4xlarge.search,94608000,NO_UPFRONT,88103945-7dc5-4e0e-94b0-4cea1ab888f3,0.0
c7i.4xlarge.search,31536000,ALL_UPFRONT,ad493cf1-fe6b-465b-819c-940e77f1cc66,8188.541
c7i.4xlarge.search,31536000,PARTIAL_UPFRONT,e4c56e59-6f58-4380-8d5c-07febd0c98f6,4220.568
c7i.8xlarge.search,94608000,PARTIAL_UPFRONT,3599b93e-0637-4edf-9fa4-b7c4ad2898f6,18897.948
c7i.8xlarge.search,94608000,ALL_UPFRONT,8ccb4a4e-2256-41f2-8120-6a62a9a4a822,36281.537
c7i.8xlarge.search,31536000,PARTIAL_UPFRONT,a8a030ba-f56e-47d8-9c70-b7d5982971cb,8440.26
c7i.8xlarge.search,94608000,NO_UPFRONT,aba1e9d3-191c-46cc-9e6a-9da94bd44b58,0.0
c7i.8xlarge.search,31536000,NO_UPFRONT,c4d2810c-2404-4694-961d-54298f00032f,0.0
c7i.8xlarge.search,31536000,ALL_UPFRONT,de34dda8-3c0a-411f-9a97-af0723ce8bc7,16377.083
c7i.large.search,94608000,PARTIAL_UPFRONT,7831d687-a951-40fd-af9b-36fb8771d0ba,1182.6
c7i.large.search,94608000,ALL_UPFRONT,90dd852a-9962-49cc-bcda-36cf34fbb6c2,2268.069
c7i.large.search,94608000,NO_UPFRONT,b852bb4b-9998-4684-88dd-2ad8c0700ea1,0.0
c7i.large.search,31536000,PARTIAL_UPFRONT,e49deae8-463b-4aae-877a-e6614dee749f,527.352
c7i.large.search,31536000,ALL_UPFRONT,e91127df-b6a4-48ae-8823-1f293f214ed3,1023.781
c7i.large.search,31536000,NO_UPFRONT,fc3c4a74-126e-4e56-b35e-a7a33c8a732e,0.0
c7i.xlarge.search,94608000,NO_UPFRONT,6fb1edf3-9068-46b3-838b-130e370ac6d1,0.0
c7i.xlarge.search,94608000,ALL_UPFRONT,98b748b7-f0fa-439b-9deb-01f95a5dd631,4534.877
c7i.xlarge.search,31536000,ALL_UPFRONT,a90fe5d8-e5c2-41af-b480-2775449a322a,2046.993
c7i.xlarge.search,31536000,PARTIAL_UPFRONT,d2cbdd2a-1706-4ff5-9f8c-068f6eb2f2ea,1054.704
c7i.xlarge.search,94608000,PARTIAL_UPFRONT,ee8c8e63-b7ac-42eb-8640-6de6aa3b0166,2362.572
c7i.xlarge.search,31536000,NO_UPFRONT,f45cfea4-a41b-46f9-afe9-94cc4fd283c7,0.0
i3.16xlarge.search,94608000,ALL_UPFRONT,07915d24-d1ed-4644-a4b1-69da1fc3fdd0,118197.0
i3.16xlarge.search,94608000,PARTIAL_UPFRONT,3454d6e5-7f17-4011-a961-1b128abed91b,61561.0
i3.16xlarge.search,31536000,PARTIAL_UPFRONT,46f41e33-d3cd-4b15-bd32-1b18b389c2ba,27497.0
i3.16xlarge.search,94608000,NO_UPFRONT,70f1ffde-2db6-46b9-bb24-67994a04b9d8,0.0
i3.16xlarge.search,31536000,NO_UPFRONT,89f48b77-85d0-4664-89de-f72063a239d9,0.0
i3.16xlarge.search,31536000,ALL_UPFRONT,c7008b4d-cf47-44d3-b9eb-ab7fa6906cba,53353.0
i3.2xlarge.search,31536000,ALL_UPFRONT,327bc197-b8ab-42f4-a3b8-6a38abf4adb3,6668.0
i3.2xlarge.search,31536000,PARTIAL_UPFRONT,a9d6d6be-bdbb-460c-9fa0-0c3e4f4bfca1,3436.0
i3.2xlarge.search,94608000,ALL_UPFRONT,aa3faaad-cd61-479b-bed2-df8d7f806d76,14771.0
i3.2xlarge.search,31536000,NO_UPFRONT,b0f95dc3-2199-4e7e-ba3a-ad78dcdcf127,0.0
